countrycode,country,year,theta_no_schooling,theta_primary,theta_secondary,theta_tertiary,theta_sum,Z_no_schooling,Z_primary,Z_secondary,Z_tertiary,tilde_A,y_observed,K_over_Y,h,ln_y_rel_us,ln_tilde_A_rel_us,ln_K_over_Y_rel_us,ln_capital_factor_rel_us,ln_h_rel_us,ln_yhat_with_A_rel_us,ln_yhat_without_A_rel_us,residual
ECU,Ecuador,2010,0.1063106310631063,0.4959495949594959,0.2822282228222822,0.11551155115511551,0.9999999999999999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.2178795631421457,22089.42059380772,4.334959662525837,2.705012559890747,-1.6784420416828372,-0.29990265521085924,0.16777420965864942,0.0838871048293247,-0.31370003782401346,-0.529715588205548,-0.22981293299468875,-1.148726453477289
EGY,Egypt,2010,0.37386261373862617,0.1050894910508949,0.42025797420257976,0.10078992100789921,1.0000000000000002,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.1940993763805046,37751.008498976225,1.4085083162595744,2.356199026107788,-1.1425286388847642,-0.31068258746910127,-0.9564068828070467,-0.4782034414035233,-0.4517568548264532,-1.2406428836990777,-0.9299602962299764,0.09811424481431358
ESP,Spain,2010,0.024900000000000002,0.3012,0.4172,0.25670000000000004,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.559930335055342,83568.4439846231,6.187388386140938,2.803053140640259,-0.34787484489331355,-0.15647419765699222,0.5235749936670739,0.2617874968335369,-0.2780973628341554,-0.17278406365761073,-0.01630986600061851,-0.17509078123570282
EST,Estonia,2010,0.0018,0.0462,0.6039,0.3481,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.805887194221884,56624.944873572495,4.7912734742155605,3.472615957260132,-0.7370912191600407,-0.06473446366856273,0.2678581416318333,0.13392907081591662,-0.06389840521622037,0.005296201931133532,0.07003066559969626,-0.7423874210911743
FIN,Finland,2010,0.0036996300369963007,0.28687131286871315,0.3933606639336067,0.3160683931606839,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.6400466186358122,93452.63036770829,4.979896810460063,3.335679292678833,-0.2360861485951773,-0.12565766733269412,0.30647107456917855,0.15323553728458925,-0.10413024873743626,-0.07655237878554114,0.049105288547152987,-0.15953376980963618
FJI,Fiji,2010,0.030203020302030203,0.32653265326532654,0.5119511951195119,0.1313131313131313,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.4234540865933942,26405.141862978257,2.0297378547937774,2.6106793880462646,-1.4999820707030302,-0.21126041186750244,-0.5910314463161397,-0.2955157231580698,-0.3491961039291577,-0.8559722389547298,-0.6447118270872274,-0.6440098317483002
FRA,France,2010,0.015501550155015502,0.1923192319231923,0.5478547854785479,0.2443244324432443,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.622625920303587,96427.77644185953,5.048399478547783,3.05643367767334,-0.20474653195103265,-0.13227816740518128,0.3201331626501902,0.16006658132509508,-0.19155782185513193,-0.16376940793521813,-0.03149124053003685,-0.04097712401581452
GAB,Gabon,2010,0.19191919191919193,0.3564356435643564,0.32983298329832983,0.1218121812181218,0.9999999999999999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.231795932821408,49222.16137386995,5.125053928370589,2.450770616531372,-0.877196872916242,-0.29364763051730236,0.33520295211645257,0.16760147605822626,-0.41240408086464975,-0.5384502353237258,-0.2448026048064235,-0.3387466375925162
GBR,United Kingdom,2010,0.0016,0.159,0.556,0.2834,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.688171404115447,84345.109263124,4.422808696565758,3.7031314373016357,-0.33862400358522926,-0.10759305586927093,0.1878368505258161,0.09391842526290804,0.00037220279248217913,-0.013302427813880704,0.09429062805539022,-0.32532157577134857
GHA,Ghana,2010,0.3533,0.1035,0.5119,0.0313,1.0,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,2.143707295753434,10458.395374036918,5.5415940274723905,2.2591521739959717,-2.4261357884825507,-0.3339175315237315,0.41334409450181653,0.20667204725090824,-0.493816994674107,-0.6210624789469302,-0.28714494742319874,-1.8050733095356208
GMB,Gambia,2010,0.726927307269273,0.030196980301969805,0.22357764223577642,0.0192980701929807,0.9999999999999999,1.3231298123374369,1.8221188003905089,2.534509177617855,3.3201169227365472,1.7383322769566627,10040.92586972127,2.6483198842349402,1.458304762840271,-2.466871501316138,-0.5435280508198506,-0.32501266247926197,-0.16250633123963096,-0.9315319535702087,-1.6375663356296903,-1.0940382848098396,-0.8293051656864481
